"codpanelista2","wave","sex","age","education","femindexa","femindexb","femindexc","femindexd","femindexe","femindexf","femindexg","femindexh","femindexi","immigeco","immicult","polintr","constpref","populisma","populismd","populismf","populismi","populismj","populismn","lrself","femstrike","femdemonstrate","feminfo","femtalk","vote2016","voteintentionspain","hhincome","livingpartner","indeprespect","curiosmanners","selfconfobed","empathybehave","idcode","time","nwaves","year","female","age4","cohort","g3cohort","edu3","edu3_1","edu3_2","edu3_3","hincome","hincome17all","hincome18all","hincome19all","hincome20all","hincome_all","x3hincall","dhincome_all","intpol","dintpol","ideol","ideo5","a_respect","a_manner","a_behave","a_obedient","authoritarian","natveco","natvcult","nativism","ip_populisma","ip_populismd","ip_populismf","ip_populismi","ip_populismj","ip_populismn","pop6amz","orgterr","imsex_1a","imsex_2b","imsex_3c","imsex_4d","imsex_5e","imsex_6f","imsex_7g","imsex_8h","imsex_9i","msexism","swim_msex","p8m_strike","p8m_demonst","p8m_mobiliz","p8m_talked","ip8m","vim_vox","vim_pp","rv16all","t1edu3","t1x3hincall","t1dintpol","t1ideo5","t1rv16all","t2partner","t2ip8m","l2vim_vox","lsvim_vox","l2authoritarian","lsauthoritarian","l2ideol","lsideol","l2nativism","lsnativism","l2orgterr","lsorgterr","l2pop6amz","lspop6amz","l2msexism","lsmsexism","l2swim_msex","lsswim_msex","posmsex","negmsex","posswim","negswim"
151,12,1,37,3,4,4,4,4,5,3,4,4,4,2,2,3,2,3,4,4,3,4,6,2,2,2,2,2,NA,1,3,0,2,2,2,1,151,3,4,2020,0,3,34,2,1,1,0,0,3,1,2,4,3,3,1,0.181818187236786,0.333333343267441,0,0.200000002980232,1,1,1,0,0,0.5,0.800000011920929,0.200000002980232,0.5,0.333333343267441,0.5,0.5,0.333333343267441,0.5,0.833333313465118,0.5,0.25,4,4,4,4,5,5,4,4,4,0.537037074565887,0.541666686534882,0,0,0,0,0,0,0,2,1,1,1,3,2,0,0,0,0,0.25,0,0.5,-0.199999988079071,0.5,0,0.75,-0.25,0.722222208976746,-0.222222208976746,0.5,-0.0185185372829437,0.5,0,0,-0.0185185372829437,0,0
154,9,2,39,10,3,6,2,2,2,6,6,4,1,5,8,2,3,5,3,4,4,4,6,4,NA,NA,NA,NA,4,4,7,NA,2,2,2,1,154,0,3,2017,1,3,39,2,3,0,0,1,7,7,7,8,8,7,2,0.545454561710358,0.666666686534882,1,0.400000005960464,2,1,1,0,0,0.5,0.5,0.800000011920929,0.649999976158142,0.666666686534882,0.333333343267441,0.5,0.5,0.5,0.833333313465118,0.555555582046509,0.5,3,2,2,2,2,2,2,4,1,0.203703716397285,0.22916667163372,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,10,2,40,10,2,6,2,3,2,6,6,4,2,5,5,2,3,6,3,6,4,4,6,4,2,2,1,1,4,4,7,1,2,2,2,1,154,1,3,2018,1,3,39,2,3,0,0,1,7,7,7,8,8,7,2,0.545454561710358,0.666666686534882,1,0.400000005960464,2,1,1,0,0,0.5,0.5,0.5,0.5,0.833333313465118,0.333333343267441,0.833333313465118,0.5,0.5,0.833333313465118,0.638888895511627,0.5,2,2,2,3,2,2,2,4,2,0.222222208976746,0.22916667163372,0,0,1,1,0.5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,11,2,41,10,3,5,1,2,2,5,6,4,2,5,7,2,3,6,4,3,4,4,5,4,2,2,1,1,NA,1,8,1,2,2,2,1,154,2,3,2019,1,3,39,2,3,0,0,1,8,7,7,8,8,8,2,0.636363625526428,0.666666686534882,1,0.400000005960464,2,1,1,0,0,0.5,0.5,0.699999988079071,0.600000023841858,0.833333313465118,0.5,0.333333343267441,0.5,0.5,0.666666686534882,0.555555582046509,0.5,3,3,1,2,2,3,2,4,2,0.240740731358528,0.25,0,0,1,1,0.5,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0.400000005960464,0,0.649999976158142,-0.149999976158142,0.5,0,0.555555582046509,0.0833333134651184,0.203703716397285,0.0185184925794601,0.22916667163372,0,0.0185184925794601,0,0,0
155,9,1,39,3,3,5,3,1,4,4,4,4,3,5,5,3,3,7,1,4,6,7,7,5,NA,NA,NA,NA,56,54,99,NA,2,1,2,2,155,0,2,2017,0,3,39,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333333343267441,0,0.5,3,1,0,1,0,0.5,0.5,0.5,0.5,1,0,0.5,0.833333313465118,1,1,0.722222208976746,0.5,3,3,3,1,4,4,4,4,3,0.370370388031006,0.375,NA,NA,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,10,1,40,4,1,7,4,1,1,7,5,5,1,5,5,4,3,7,7,4,5,7,7,5,2,2,2,1,56,54,99,1,2,2,2,1,155,1,2,2018,0,3,39,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,3,1,1,0,0,0.5,0.5,0.5,0.5,1,1,0.5,0.666666686534882,1,1,0.861111104488373,0.5,1,1,4,1,1,1,3,5,1,0.16666667163372,0.1875,0,0,0,1,0.25,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,9,1,44,9,5,4,3,5,5,2,2,4,4,8,6,3,4,5,4,5,4,4,6,5,NA,NA,NA,NA,3,4,9,NA,2,1,2,2,156,0,2,2017,0,3,44,2,3,0,0,1,9,9,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,1,0,1,0,0.5,0.200000002980232,0.600000023841858,0.400000005960464,0.666666686534882,0.5,0.666666686534882,0.5,0.5,0.833333313465118,0.611111104488373,0.75,5,4,3,5,5,6,6,4,4,0.611111104488373,0.625,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,11,1,46,5,3,5,2,5,5,5,5,4,4,7,7,2,3,7,4,5,6,4,5,5,2,2,1,1,NA,4,9,1,2,1,2,2,156,2,2,2019,0,4,44,2,2,0,1,0,9,9,9,9,9,9,3,0.727272748947144,0.666666686534882,1,0.5,3,1,0,1,0,0.5,0.300000011920929,0.699999988079071,0.5,1,0.5,0.666666686534882,0.833333313465118,0.5,0.666666686534882,0.694444417953491,0.5,3,3,2,5,5,3,3,4,4,0.425925940275192,0.416666656732559,0,0,1,1,0.5,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0.5,NA,0.5,NA,0.400000005960464,NA,0.75,NA,0.611111104488373,NA,0.611111104488373,NA,0.625,NA,NA,NA,NA,NA
158,9,2,22,2,4,4,3,4,1,4,4,7,5,0,0,3,1,7,7,7,7,7,7,5,NA,NA,NA,NA,51,51,1,NA,1,1,2,1,158,0,1,2017,1,1,22,1,1,1,0,0,1,1,1,1,1,1,1,0,0.333333343267441,0,0.5,3,0,0,0,0,0,1,0,0.5,1,1,1,1,1,1,1,0,4,4,3,4,1,4,4,7,5,0.5,0.479166656732559,NA,NA,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,9,1,48,3,1,7,2,2,2,7,7,1,1,10,1,3,5,7,1,7,7,7,7,3,NA,NA,NA,NA,5,15,6,NA,2,2,2,2,160,0,4,2017,0,4,48,3,1,1,0,0,6,6,5,6,6,6,2,0.454545468091965,0.333333343267441,0,0.300000011920929,2,1,1,1,0,0.75,0,0.100000001490116,0.0500000007450581,1,0,1,1,1,1,0.833333313465118,1,1,1,2,2,2,1,1,1,1,0.0555555634200573,0.0625,NA,NA,NA,NA,NA,0,0,2,1,2,0,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,10,1,49,3,1,7,4,1,3,7,7,1,1,2,7,3,5,7,5,7,7,7,7,2,2,2,2,2,5,5,5,1,2,2,2,1,160,1,4,2018,0,4,48,3,1,1,0,0,5,6,5,6,6,5,1,0.363636374473572,0.333333343267441,0,0.200000002980232,1,1,1,0,0,0.5,0.800000011920929,0.699999988079071,0.75,1,0.666666686534882,1,1,1,1,0.944444417953491,1,1,1,4,1,3,1,1,1,1,0.0925925970077515,0.10416666418314,0,0,0,0,0,0,0,2,1,2,0,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,11,1,50,3,1,7,3,2,3,5,7,1,3,5,0,3,5,7,5,6,7,7,7,3,2,2,2,2,NA,5,6,1,2,1,2,1,160,2,4,2019,0,4,48,3,1,1,0,0,6,6,5,6,6,6,2,0.454545468091965,0.333333343267441,0,0.300000011920929,2,1,0,0,0,0.25,0.5,0,0.25,1,0.666666686534882,0.833333313465118,1,1,1,0.916666686534882,1,1,1,3,2,3,3,1,1,3,0.16666667163372,0.14583332836628,0,0,0,0,0,0,0,2,1,2,0,2,2,1,0,0,0,0.75,-0.25,0.300000011920929,-0.100000008940697,0.0500000007450581,0.699999988079071,1,0,0.833333313465118,0.111111104488373,0.0555555634200573,0.0370370335876942,0.0625,0.0416666641831398,0.0370370335876942,0,0.0416666641831398,0
160,12,1,51,3,1,7,3,3,1,7,7,2,1,7,5,3,5,7,6,7,7,7,7,3,2,2,2,2,NA,15,6,1,2,1,2,1,160,3,4,2020,0,4,48,3,1,1,0,0,6,6,5,6,6,6,2,0.454545468091965,0.333333343267441,0,0.300000011920929,2,1,0,0,0,0.25,0.300000011920929,0.5,0.400000005960464,1,0.833333313465118,1,1,1,1,0.972222208976746,1,1,1,3,3,1,1,1,2,1,0.0925925970077515,0.10416666418314,0,0,0,0,0,0,0,2,1,2,0,2,2,1,0,0,0,0.5,-0.25,0.200000002980232,0.100000008940697,0.75,-0.5,1,0,0.944444417953491,-0.0277777314186096,0.0925925970077515,0.0740740746259689,0.10416666418314,0.0416666641831398,0.0740740746259689,0,0.0416666641831398,0
162,9,1,32,9,1,6,2,1,1,5,6,1,1,7,6,2,4,7,4,6,4,6,7,2,NA,NA,NA,NA,3,54,3,NA,2,2,2,1,162,0,3,2017,0,2,32,2,3,0,0,1,3,3,3,3,6,3,1,0.181818187236786,0.666666686534882,1,0.200000002980232,1,1,1,0,0,0.5,0.300000011920929,0.600000023841858,0.450000017881393,1,0.5,0.833333313465118,0.5,0.833333313465118,1,0.777777791023254,0.75,1,2,2,1,1,3,2,1,1,0.0925925970077515,0.10416666418314,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,10,1,33,9,1,7,1,2,2,7,7,1,1,6,5,2,2,6,6,6,6,7,7,3,2,1,1,1,5,3,3,1,2,2,2,1,162,1,3,2018,0,2,32,2,3,0,0,1,3,3,3,3,6,3,1,0.181818187236786,0.666666686534882,1,0.300000011920929,2,1,1,0,0,0.5,0.400000005960464,0.5,0.449999988079071,0.833333313465118,0.833333313465118,0.833333313465118,0.833333313465118,1,1,0.888888895511627,0.25,1,1,1,2,2,1,1,1,1,0.0370370335876942,0.0416666679084301,0,1,1,1,0.75,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,12,1,35,9,1,3,2,2,2,5,2,2,1,7,3,1,2,5,5,5,4,6,5,3,2,2,1,1,NA,1,6,1,2,1,1,1,162,3,3,2020,0,2,32,2,3,0,0,1,6,3,3,3,6,6,2,0.454545468091965,1,1,0.300000011920929,2,1,0,0,1,0.5,0.300000011920929,0.300000011920929,0.300000011920929,0.666666686534882,0.666666686534882,0.666666686534882,0.5,0.833333313465118,0.666666686534882,0.666666686534882,0.25,1,5,2,2,2,3,6,2,1,0.277777791023254,0.3125,0,0,1,1,0.5,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0.5,NA,0.300000011920929,NA,0.449999988079071,NA,0.25,NA,0.888888895511627,NA,0.0370370335876942,NA,0.0416666679084301,NA,NA,NA,NA,NA
163,9,1,40,3,1,7,1,1,7,7,5,4,1,0,5,2,1,7,4,7,7,7,7,4,NA,NA,NA,NA,1,1,2,NA,2,2,1,2,163,0,4,2017,0,3,40,2,1,1,0,0,2,2,2,2,2,2,1,0.090909093618393,0.666666686534882,1,0.400000005960464,2,1,1,1,1,1,1,0.5,0.75,1,0.5,1,1,1,1,0.916666686534882,0,1,1,1,1,7,1,3,4,1,0.203703716397285,0.22916667163372,NA,NA,NA,NA,NA,0,0,1,1,1,1,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,10,1,41,3,1,7,1,1,7,7,7,6,1,0,4,3,1,7,6,1,4,7,7,5,1,1,1,1,1,1,2,0,2,2,1,1,163,1,4,2018,0,3,40,2,1,1,0,0,2,2,2,2,2,2,1,0.090909093618393,0.333333343267441,0,0.5,3,1,1,0,1,0.75,1,0.400000005960464,0.699999988079071,1,0.833333313465118,0,0.5,1,1,0.722222208976746,0,1,1,1,1,7,1,1,6,1,0.203703716397285,0.22916667163372,1,1,1,1,1,0,0,1,1,1,1,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,11,1,42,3,6,1,3,1,4,1,5,2,7,5,5,3,3,4,4,2,4,3,2,3,2,2,2,2,NA,1,2,0,1,2,1,2,163,2,4,2019,0,3,40,2,1,1,0,0,2,2,2,2,2,2,1,0.090909093618393,0.333333343267441,0,0.300000011920929,2,0,1,1,1,0.75,0.5,0.5,0.5,0.5,0.5,0.16666667163372,0.5,0.333333343267441,0.16666667163372,0.361111104488373,0.5,6,7,3,1,4,7,3,2,7,0.57407408952713,0.520833313465118,0,0,0,0,0,0,0,1,1,1,1,2,1,0,1,0,0,1,-0.25,0.400000005960464,0.0999999940395355,0.75,-0.050000011920929,0,0,0.916666686534882,-0.194444477558136,0.203703716397285,0,0.22916667163372,0,0,0,0,0
163,12,1,43,3,1,7,1,1,1,7,7,3,1,1,1,2,1,7,7,6,6,7,7,4,2,1,1,1,NA,1,2,0,2,2,1,1,163,3,4,2020,0,3,40,2,1,1,0,0,2,2,2,2,2,2,1,0.090909093618393,0.666666686534882,1,0.400000005960464,2,1,1,0,1,0.75,0.899999976158142,0.100000001490116,0.5,1,1,0.833333313465118,0.833333313465118,1,1,0.944444417953491,0,1,1,1,1,1,1,1,3,1,0.0370370335876942,0.0416666679084301,0,1,1,1,0.75,0,0,1,1,1,1,2,1,0,1,0,0,0.75,0,0.5,-0.199999988079071,0.699999988079071,-0.199999988079071,0,0.5,0.722222208976746,-0.361111104488373,0.203703716397285,0.370370388031006,0.22916667163372,0.291666626930237,0.370370388031006,0,0.291666626930237,0
164,9,2,42,3,3,5,4,2,3,4,4,4,3,5,10,3,4,5,4,5,5,7,7,0,NA,NA,NA,NA,1,1,7,NA,2,2,2,2,164,0,4,2017,1,3,42,2,1,1,0,0,7,7,8,8,4,7,2,0.545454561710358,0.333333343267441,0,0,1,1,1,1,0,0.75,0.5,1,0.75,0.666666686534882,0.5,0.666666686534882,0.666666686534882,1,1,0.75,0.75,3,3,4,2,3,4,4,4,3,0.388888865709305,0.395833343267441,NA,NA,NA,NA,NA,0,0,1,1,2,0,1,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,10,2,43,3,1,7,3,1,1,5,6,4,3,8,5,3,3,6,5,5,4,4,6,0,1,2,1,1,1,1,8,1,2,2,2,2,164,1,4,2018,1,3,42,2,1,1,0,0,8,7,8,8,4,8,2,0.636363625526428,0.333333343267441,0,0,1,1,1,1,0,0.75,0.200000002980232,0.5,0.349999994039536,0.833333313465118,0.666666686534882,0.666666686534882,0.5,0.5,0.833333313465118,0.666666686534882,0.5,1,1,3,1,1,3,2,4,3,0.185185194015503,0.16666667163372,1,0,1,1,0.75,0,0,1,1,2,0,1,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,11,2,44,3,1,7,4,1,1,7,7,2,1,5,10,3,1,4,4,3,4,5,7,3,2,1,1,1,NA,1,8,1,2,2,1,2,164,2,4,2019,1,3,42,2,1,1,0,0,8,7,8,8,4,8,2,0.636363625526428,0.333333343267441,0,0.300000011920929,2,1,1,1,1,1,0.5,1,0.75,0.5,0.5,0.333333343267441,0.5,0.666666686534882,1,0.583333313465118,0,1,1,4,1,1,1,1,2,1,0.0740740671753883,0.0833333358168602,0,1,1,1,0.75,0,0,1,1,2,0,1,1,1,0.75,0,0,0.75,0,0,0,0.75,-0.400000005960464,0.75,-0.25,0.75,-0.0833333134651184,0.388888865709305,-0.203703671693802,0.395833343267441,-0.22916667163372,0,-0.203703671693802,0,-0.22916667163372
164,12,2,45,3,3,2,1,2,2,5,4,4,6,7,10,4,4,6,4,6,6,6,7,4,2,2,2,1,NA,1,4,1,2,2,1,2,164,3,4,2020,1,3,42,2,1,1,0,0,4,7,8,8,4,4,1,0.272727280855179,0,0,0.400000005960464,2,1,1,1,1,1,0.300000011920929,1,0.649999976158142,0.833333313465118,0.5,0.833333313465118,0.833333313465118,0.833333313465118,1,0.805555522441864,0.75,3,6,1,2,2,3,4,4,6,0.407407402992249,0.354166656732559,0,0,0,1,0.25,0,0,1,1,2,0,1,1,1,0.75,0,0,0.75,0.25,0,0.300000011920929,0.349999994039536,0.400000005960464,0.5,-0.5,0.666666686534882,-0.0833333730697632,0.185185194015503,-0.111111126840115,0.16666667163372,-0.0833333358168602,0,-0.111111126840115,0,-0.0833333358168602
168,9,1,50,4,3,4,3,3,3,4,5,5,5,8,2,4,2,5,3,7,7,2,7,4,NA,NA,NA,NA,NA,4,7,NA,2,2,2,1,168,0,3,2017,0,4,50,3,1,1,0,0,7,7,7,8,8,7,2,0.545454561710358,0,0,0.400000005960464,2,1,1,0,0,0.5,0.200000002980232,0.200000002980232,0.200000002980232,0.666666686534882,0.333333343267441,1,1,0.16666667163372,1,0.694444477558136,0.25,3,4,3,3,3,4,3,5,5,0.444444447755814,0.416666656732559,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,10,1,51,4,5,3,5,5,5,3,3,6,5,8,2,4,1,7,2,7,7,3,7,6,2,2,2,2,NA,4,7,0,2,2,2,1,168,1,3,2018,0,4,50,3,1,1,0,0,7,7,7,8,8,7,2,0.545454561710358,0,0,0.600000023841858,4,1,1,0,0,0.5,0.200000002980232,0.200000002980232,0.200000002980232,1,0.16666667163372,1,1,0.333333343267441,1,0.75,0,5,5,5,5,5,5,5,6,5,0.685185194015503,0.6875,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,11,1,52,4,5,4,1,5,6,3,3,5,3,7,3,4,2,7,4,6,3,1,7,6,2,2,2,2,NA,4,8,0,1,2,2,1,168,2,3,2019,0,4,50,3,1,1,0,0,8,7,7,8,8,8,2,0.636363625526428,0,0,0.600000023841858,4,0,1,0,0,0.25,0.300000011920929,0.300000011920929,0.300000011920929,1,0.5,0.833333313465118,0.333333343267441,0,1,0.611111104488373,0.25,5,4,1,5,6,5,5,5,3,0.555555582046509,0.583333313465118,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0.400000005960464,0.200000017881393,0.200000002980232,0,0.25,-0.25,0.694444477558136,0.055555522441864,0.444444447755814,0.240740746259689,0.416666656732559,0.270833343267441,0.240740746259689,0,0.270833343267441,0
169,9,2,48,3,4,4,4,4,4,4,4,4,4,5,5,2,5,4,4,4,4,4,4,5,NA,NA,NA,NA,54,54,2,NA,2,2,2,2,169,0,4,2017,1,4,48,3,1,1,0,0,2,2,3,2,4,2,1,0.090909093618393,0.666666686534882,1,0.5,3,1,1,1,0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,4,4,4,4,4,4,4,4,4,0.5,0.5,NA,NA,NA,NA,NA,0,0,4,1,1,1,3,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,10,2,49,4,4,4,4,4,4,4,4,4,4,5,5,3,1,4,4,4,4,4,4,5,2,2,2,2,54,54,3,1,2,2,2,2,169,1,4,2018,1,4,48,3,1,1,0,0,3,2,3,2,4,3,1,0.181818187236786,0.333333343267441,0,0.5,3,1,1,1,0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,4,4,4,4,4,4,4,4,4,0.5,0.5,0,0,0,0,0,0,0,4,1,1,1,3,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,11,2,50,4,4,4,4,4,4,4,4,4,4,5,5,3,2,4,4,4,4,4,4,5,2,2,2,2,NA,54,2,1,2,2,2,2,169,2,4,2019,1,4,48,3,1,1,0,0,2,2,3,2,4,2,1,0.090909093618393,0.333333343267441,0,0.5,3,1,1,1,0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,4,4,4,4,4,4,4,4,4,0.5,0.5,0,0,0,0,0,0,0,4,1,1,1,3,4,1,0,0,0,0.75,0,0.5,0,0.5,0,1,-1,0.5,0,0.5,0,0.5,0,0,0,0,0
169,12,2,51,4,4,4,4,4,4,4,4,4,4,5,5,2,1,4,4,4,4,4,4,5,2,2,2,2,NA,55,4,1,2,2,1,1,169,3,4,2020,1,4,48,3,1,1,0,0,4,2,3,2,4,4,1,0.272727280855179,0.666666686534882,1,0.5,3,1,1,0,1,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,4,4,4,4,4,4,4,4,4,0.5,0.5,0,0,0,0,0,0,0,4,1,1,1,3,4,1,0,0,0,0.75,0,0.5,0,0.5,0,0,0.25,0.5,0,0.5,0,0.5,0,0,0,0,0
170,9,1,35,8,7,1,3,1,7,1,1,5,7,4,10,2,1,5,5,4,5,5,5,8,NA,NA,NA,NA,2,2,10,NA,2,2,2,1,170,0,4,2017,0,2,35,2,3,0,0,1,10,10,9,5,6,10,3,0.818181812763214,0.666666686534882,1,0.800000011920929,5,1,1,0,0,0.5,0.600000023841858,1,0.800000011920929,0.666666686534882,0.666666686534882,0.5,0.666666686534882,0.666666686534882,0.666666686534882,0.638888895511627,0,7,7,3,1,7,7,7,5,7,0.77777773141861,0.75,NA,NA,NA,NA,NA,0,1,0,3,3,1,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,10,1,36,8,1,2,4,4,4,1,6,4,2,6,7,2,1,5,3,5,4,3,5,8,2,2,2,2,2,2,9,1,1,2,2,2,170,1,4,2018,0,3,35,2,3,0,0,1,9,10,9,5,6,9,3,0.727272748947144,0.666666686534882,1,0.800000011920929,5,0,1,1,0,0.5,0.400000005960464,0.699999988079071,0.550000011920929,0.666666686534882,0.333333343267441,0.666666686534882,0.5,0.333333343267441,0.666666686534882,0.527777791023254,0,1,6,4,4,4,7,2,4,2,0.462962955236435,0.5,0,0,0,0,0,0,1,0,3,3,1,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,11,1,37,8,5,5,3,6,7,3,3,4,5,3,10,2,1,4,3,4,5,4,5,8,2,2,2,2,NA,2,5,1,2,2,2,2,170,2,4,2019,0,3,35,2,3,0,0,1,5,10,9,5,6,5,1,0.363636374473572,0.666666686534882,1,0.800000011920929,5,1,1,1,0,0.75,0.699999988079071,1,0.850000023841858,0.5,0.333333343267441,0.5,0.666666686534882,0.5,0.666666686534882,0.527777791023254,0,5,3,3,6,7,5,5,4,5,0.629629611968994,0.625,0,0,0,0,0,0,1,0,3,3,1,5,0,1,0,0,0,0.5,0,0.800000011920929,0,0.800000011920929,-0.25,0,0,0.638888895511627,-0.111111104488373,0.77777773141861,-0.314814776182175,0.75,-0.25,0,-0.314814776182175,0,-0.25
170,12,1,38,8,7,1,5,1,6,1,5,7,7,6,10,2,1,4,6,5,7,5,5,9,2,2,2,2,NA,23,6,1,2,2,2,2,170,3,4,2020,0,3,35,2,3,0,0,1,6,10,9,5,6,6,2,0.454545468091965,0.666666686534882,1,0.899999976158142,5,1,1,1,0,0.75,0.400000005960464,1,0.699999988079071,0.5,0.833333313465118,0.666666686534882,1,0.666666686534882,0.666666686534882,0.722222208976746,0,7,7,5,1,6,7,3,7,7,0.759259223937988,0.729166686534882,0,0,0,0,0,1,0,0,3,3,1,5,0,1,0,0,0,0.5,0.25,0.800000011920929,0,0.550000011920929,0.300000011920929,0,0,0.527777791023254,0,0.462962955236435,0.166666656732559,0.5,0.125,0.166666656732559,0,0.125,0
171,9,1,40,3,2,6,2,2,2,5,5,5,3,5,8,3,2,7,3,3,5,7,7,3,NA,NA,NA,NA,1,1,99,NA,2,2,2,1,171,0,4,2017,0,3,40,2,1,1,0,0,NA,1,1,1,1,1,1,0,0.333333343267441,0,0.300000011920929,2,1,1,0,0,0.5,0.5,0.800000011920929,0.649999976158142,1,0.333333343267441,0.333333343267441,0.666666686534882,1,1,0.722222208976746,0.25,2,2,2,2,2,3,3,5,3,0.277777791023254,0.270833343267441,NA,NA,NA,NA,NA,0,0,1,1,1,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,10,1,41,3,3,6,4,2,1,6,7,6,1,2,8,3,1,2,4,2,4,4,6,2,2,2,2,2,1,1,99,1,1,2,2,1,171,1,4,2018,0,3,40,2,1,1,0,0,NA,1,1,1,1,1,1,0,0.333333343267441,0,0.200000002980232,1,0,1,0,0,0.25,0.800000011920929,0.800000011920929,0.800000011920929,0.16666667163372,0.5,0.16666667163372,0.5,0.5,0.833333313465118,0.444444447755814,0,3,2,4,2,1,2,1,6,1,0.240740731358528,0.270833343267441,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
