"codpanelista2","wave","sex","age","education","femindexa","femindexb","femindexc","femindexd","femindexe","femindexf","femindexg","femindexh","femindexi","immigeco","immicult","polintr","constpref","populisma","populismd","populismf","populismi","populismj","populismn","lrself","femstrike","femdemonstrate","feminfo","femtalk","vote2016","voteintentionspain","hhincome","livingpartner","indeprespect","curiosmanners","selfconfobed","empathybehave","idcode","time","nwaves","year","female","age4","cohort","g3cohort","edu3","edu3_1","edu3_2","edu3_3","hincome","hincome17all","hincome18all","hincome19all","hincome20all","hincome_all","x3hincall","dhincome_all","intpol","dintpol","ideol","ideo5","a_respect","a_manner","a_behave","a_obedient","authoritarian","natveco","natvcult","nativism","ip_populisma","ip_populismd","ip_populismf","ip_populismi","ip_populismj","ip_populismn","pop6amz","orgterr","imsex_1a","imsex_2b","imsex_3c","imsex_4d","imsex_5e","imsex_6f","imsex_7g","imsex_8h","imsex_9i","msexism","swim_msex","p8m_strike","p8m_demonst","p8m_mobiliz","p8m_talked","ip8m","vim_vox","vim_pp","rv16all","t1edu3","t1x3hincall","t1dintpol","t1ideo5","t1rv16all","t2partner","t2ip8m","l2vim_vox","lsvim_vox","l2authoritarian","lsauthoritarian","l2ideol","lsideol","l2nativism","lsnativism","l2orgterr","lsorgterr","l2pop6amz","lspop6amz","l2msexism","lsmsexism","l2swim_msex","lsswim_msex","posmsex","negmsex","posswim","negswim"
2625,10,1,47,9,4,2,4,4,6,2,3,6,6,3,8,2,1,3,4,5,2,1,5,5,2,1,2,2,4,4,99,0,2,1,2,1,2625,1,4,2018,0,4,46,3,3,0,0,1,NA,6,6,6,7,6,2,0.454545468091965,0.666666686534882,1,0.5,3,1,0,0,0,0.25,0.699999988079071,0.800000011920929,0.75,0.333333343267441,0.5,0.666666686534882,0.16666667163372,0,0.666666686534882,0.388888895511627,0,4,6,4,4,6,6,5,6,6,0.703703701496124,0.6875,0,1,0,0,0.25,0,0,3,3,2,1,3,3,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2625,11,1,48,9,6,3,5,4,6,3,4,4,6,5,6,1,1,4,5,4,5,2,6,5,2,2,2,2,NA,53,99,0,2,1,2,1,2625,2,4,2019,0,4,46,3,3,0,0,1,NA,6,6,6,7,6,2,0.454545468091965,1,1,0.5,3,1,0,0,0,0.25,0.5,0.600000023841858,0.550000011920929,0.5,0.666666686534882,0.5,0.666666686534882,0.16666667163372,0.833333313465118,0.555555582046509,0,6,5,5,4,6,5,4,4,6,0.666666686534882,0.645833313465118,0,0,0,0,0,0,0,3,3,2,1,3,3,0,0.25,0,0,0.25,0,0.5,0,0.75,0,0,0,0.583333313465118,-0.194444417953491,0.685185194015503,0.0185185074806213,0.6875,0,0.0185185074806213,0,0,0
2625,12,1,49,9,3,3,5,5,6,3,3,5,5,6,7,2,1,4,2,4,4,3,5,5,2,2,2,2,NA,53,7,0,2,1,2,1,2625,3,4,2020,0,4,46,3,3,0,0,1,7,6,6,6,7,7,2,0.545454561710358,0.666666686534882,1,0.5,3,1,0,0,0,0.25,0.400000005960464,0.699999988079071,0.550000011920929,0.5,0.16666667163372,0.5,0.5,0.333333343267441,0.666666686534882,0.444444447755814,0,3,5,5,5,6,5,5,5,5,0.648148119449615,0.645833313465118,0,0,0,0,0,0,0,3,3,2,1,3,3,0,0.25,0,0,0.25,0,0.5,0,0.75,-0.199999988079071,0,0,0.388888895511627,0.166666686534882,0.703703701496124,-0.0370370149612427,0.6875,-0.0416666865348816,0,-0.0370370149612427,0,-0.0416666865348816
2626,10,1,35,3,3,5,4,3,4,4,5,4,2,4,6,3,2,6,5,6,4,4,7,5,2,2,2,2,54,4,6,1,2,2,2,1,2626,1,1,2018,0,2,34,2,1,1,0,0,6,6,6,6,6,6,2,0.454545468091965,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.600000023841858,0.600000023841858,0.600000023841858,0.833333313465118,0.666666686534882,0.833333313465118,0.5,0.5,1,0.722222208976746,0.25,3,3,4,3,4,4,3,4,2,0.388888865709305,0.416666656732559,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,9,1,43,10,4,4,4,4,4,4,4,4,4,5,10,2,2,4,5,4,4,4,6,8,NA,NA,NA,NA,50,23,10,NA,2,2,2,1,2629,0,4,2017,0,3,43,2,3,0,0,1,10,10,10,10,10,10,3,0.818181812763214,0.666666686534882,1,0.800000011920929,5,1,1,0,0,0.5,0.5,1,0.75,0.5,0.666666686534882,0.5,0.5,0.5,0.833333313465118,0.583333313465118,0.25,4,4,4,4,4,4,4,4,4,0.5,0.5,NA,NA,NA,NA,NA,1,0,4,3,3,1,5,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,10,1,44,10,4,4,4,4,4,4,4,4,4,5,9,2,1,7,4,4,6,4,7,8,2,2,2,2,50,23,10,1,2,2,2,1,2629,1,4,2018,0,3,43,2,3,0,0,1,10,10,10,10,10,10,3,0.818181812763214,0.666666686534882,1,0.800000011920929,5,1,1,0,0,0.5,0.5,0.899999976158142,0.699999988079071,1,0.5,0.5,0.833333313465118,0.5,1,0.722222208976746,0,4,4,4,4,4,4,4,4,4,0.5,0.5,0,0,0,0,0,1,0,4,3,3,1,5,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,11,1,45,10,4,4,4,4,4,4,4,4,4,5,8,2,2,7,6,4,4,4,7,5,2,2,2,2,NA,23,10,1,2,2,2,1,2629,2,4,2019,0,3,43,2,3,0,0,1,10,10,10,10,10,10,3,0.818181812763214,0.666666686534882,1,0.5,3,1,1,0,0,0.5,0.5,0.800000011920929,0.649999976158142,1,0.833333313465118,0.5,0.5,0.5,1,0.722222208976746,0.25,4,4,4,4,4,4,4,4,4,0.5,0.5,0,0,0,0,0,1,0,4,3,3,1,5,4,1,0,1,0,0.5,0,0.800000011920929,0,0.75,-0.050000011920929,0.25,-0.25,0.583333313465118,0.138888895511627,0.5,0,0.5,0,0,0,0,0
2629,12,1,46,10,4,4,4,4,4,4,4,4,4,5,5,2,2,4,4,4,4,4,4,5,2,2,2,2,NA,23,10,1,2,2,2,2,2629,3,4,2020,0,4,43,2,3,0,0,1,10,10,10,10,10,10,3,0.818181812763214,0.666666686534882,1,0.5,3,1,1,1,0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,4,4,4,4,4,4,4,4,4,0.5,0.5,0,0,0,0,0,1,0,4,3,3,1,5,4,1,0,1,0,0.5,0,0.800000011920929,-0.300000011920929,0.699999988079071,-0.050000011920929,0,0.25,0.722222208976746,0,0.5,0,0.5,0,0,0,0,0
2630,9,1,43,11,2,4,7,3,5,5,5,5,2,10,5,1,5,7,4,4,7,7,4,1,NA,NA,NA,NA,5,5,99,NA,1,1,2,1,2630,0,4,2017,0,3,43,2,3,0,0,1,NA,4,4,4,4,4,1,0.272727280855179,1,1,0.100000001490116,1,0,0,0,0,0,0,0.5,0.25,1,0.5,0.5,1,1,0.5,0.75,1,2,4,7,3,5,3,3,5,2,0.462962955236435,0.5,NA,NA,NA,NA,NA,0,0,2,3,1,1,1,2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,10,1,44,11,1,6,2,2,3,7,7,5,1,8,5,1,5,7,5,4,7,7,6,1,2,2,1,1,5,5,4,0,1,1,2,1,2630,1,4,2018,0,3,43,2,3,0,0,1,4,4,4,4,4,4,1,0.272727280855179,1,1,0.100000001490116,1,0,0,0,0,0,0.200000002980232,0.5,0.349999994039536,1,0.666666686534882,0.5,1,1,0.833333313465118,0.833333313465118,1,1,2,2,2,3,1,1,5,1,0.16666667163372,0.1875,0,0,1,1,0.5,0,0,2,3,1,1,1,2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,11,1,45,11,3,4,2,3,3,5,6,5,1,8,5,1,5,7,4,4,6,7,5,1,2,1,1,1,NA,5,4,0,1,1,2,2,2630,2,4,2019,0,3,43,2,3,0,0,1,4,4,4,4,4,4,1,0.272727280855179,1,1,0.100000001490116,1,0,0,1,0,0.25,0.200000002980232,0.5,0.349999994039536,1,0.5,0.5,0.833333313465118,1,0.666666686534882,0.75,1,3,4,2,3,3,3,2,5,1,0.314814805984497,0.354166656732559,0,1,1,1,0.75,0,0,2,3,1,1,1,2,0,0.5,0,0,0,0,0.100000001490116,0,0.25,0.0999999940395355,1,0,0.75,0.0833333134651184,0.462962955236435,-0.296296298503876,0.5,-0.3125,0,-0.296296298503876,0,-0.3125
2630,12,1,46,11,3,5,3,3,3,6,6,4,1,9,5,1,5,7,3,4,6,7,4,1,2,2,1,1,NA,5,4,0,1,1,2,1,2630,3,4,2020,0,4,43,2,3,0,0,1,4,4,4,4,4,4,1,0.272727280855179,1,1,0.100000001490116,1,0,0,0,0,0,0.100000001490116,0.5,0.300000011920929,1,0.333333343267441,0.5,0.833333313465118,1,0.5,0.694444417953491,1,3,3,3,3,3,2,2,4,1,0.277777791023254,0.3125,0,0,1,1,0.5,0,0,2,3,1,1,1,2,0,0.5,0,0,0,0.25,0.100000001490116,0,0.349999994039536,0,1,0,0.833333313465118,-0.0833333134651184,0.16666667163372,0.148148134350777,0.1875,0.166666656732559,0.148148134350777,0,0.166666656732559,0
2631,11,1,32,10,3,5,3,4,6,3,5,7,3,7,6,2,2,6,6,4,5,7,7,4,2,2,1,1,NA,3,8,0,1,1,2,1,2631,2,2,2019,0,2,30,2,3,0,0,1,8,8,8,8,8,8,2,0.636363625526428,0.666666686534882,1,0.400000005960464,2,0,0,0,0,0,0.300000011920929,0.600000023841858,0.450000017881393,0.833333313465118,0.833333313465118,0.5,0.666666686534882,1,1,0.805555582046509,0.25,3,3,3,4,6,5,3,7,3,0.518518507480621,0.541666686534882,0,0,1,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2631,12,1,33,10,2,7,3,3,1,5,5,7,1,8,5,2,2,7,7,3,2,6,7,3,2,2,2,1,NA,3,8,1,1,1,2,1,2631,3,2,2020,0,2,30,2,3,0,0,1,8,8,8,8,8,8,2,0.636363625526428,0.666666686534882,1,0.300000011920929,2,0,0,0,0,0,0.200000002980232,0.5,0.349999994039536,1,1,0.333333343267441,0.16666667163372,0.833333313465118,1,0.722222208976746,0.25,2,1,3,3,1,3,3,7,1,0.277777791023254,0.3125,0,0,0,1,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,9,2,44,7,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,5,NA,NA,NA,NA,56,54,99,NA,2,2,2,1,2632,0,4,2017,1,3,44,2,2,0,1,0,NA,9,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,4,4,4,4,4,4,4,4,4,0.5,0.5,NA,NA,NA,NA,NA,0,0,4,2,3,0,3,4,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,10,2,45,8,3,5,3,3,3,4,5,3,3,6,8,3,1,6,5,6,6,6,6,5,2,2,2,1,56,54,99,1,2,2,2,2,2632,1,4,2018,1,3,44,2,3,0,0,1,NA,9,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,1,1,1,0,0.75,0.400000005960464,0.800000011920929,0.600000023841858,0.833333313465118,0.666666686534882,0.833333313465118,0.833333313465118,0.833333313465118,0.833333313465118,0.805555522441864,0,3,3,3,3,3,4,3,3,3,0.351851850748062,0.354166656732559,0,0,0,1,0.25,0,0,4,2,3,0,3,4,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,11,2,46,7,4,4,4,4,4,5,6,4,4,6,6,3,1,5,4,4,5,5,5,5,2,2,2,2,NA,54,99,1,2,2,2,1,2632,2,4,2019,1,4,44,2,2,0,1,0,NA,9,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.400000005960464,0.600000023841858,0.5,0.666666686534882,0.5,0.5,0.666666686534882,0.666666686534882,0.666666686534882,0.611111104488373,0,4,4,4,4,4,3,2,4,4,0.444444447755814,0.4375,0,0,0,0,0,0,0,4,2,3,0,3,4,1,0.25,0,0,0.5,0.25,0.5,0,0.5,0.100000023841858,0.75,-0.75,0.5,0.305555522441864,0.5,-0.148148149251938,0.5,-0.145833343267441,0,-0.148148149251938,0,-0.145833343267441
2632,12,2,47,5,4,4,4,4,4,4,4,4,4,7,8,3,3,4,4,5,4,4,6,5,2,2,2,1,NA,55,9,1,2,2,2,2,2632,3,4,2020,1,4,44,2,2,0,1,0,9,9,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,1,1,1,0,0.75,0.300000011920929,0.800000011920929,0.550000011920929,0.5,0.5,0.666666686534882,0.5,0.5,0.833333313465118,0.583333313465118,0.5,4,4,4,4,4,4,4,4,4,0.5,0.5,0,0,0,1,0.25,0,0,4,2,3,0,3,4,1,0.25,0,0,0.75,-0.25,0.5,0,0.600000023841858,-0.100000023841858,0,0,0.805555522441864,-0.194444417953491,0.351851850748062,0.0925925970077515,0.354166656732559,0.0833333432674408,0.0925925970077515,0,0.0833333432674408,0
2635,9,2,49,7,3,5,2,3,3,3,4,5,2,6,7,3,1,5,3,5,3,5,5,7,NA,NA,NA,NA,4,4,5,NA,2,2,2,1,2635,0,1,2017,1,4,49,3,2,0,1,0,5,5,5,5,5,5,1,0.363636374473572,0.333333343267441,0,0.699999988079071,4,1,1,0,0,0.5,0.400000005960464,0.699999988079071,0.550000011920929,0.666666686534882,0.333333343267441,0.666666686534882,0.333333343267441,0.666666686534882,0.666666686534882,0.555555582046509,0,3,3,2,3,3,5,4,5,2,0.388888865709305,0.416666656732559,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2637,9,1,50,10,1,6,4,3,1,7,7,1,1,10,5,1,4,5,4,4,4,6,5,2,NA,NA,NA,NA,11,5,7,NA,1,1,2,1,2637,0,1,2017,0,4,50,3,3,0,0,1,7,7,7,7,7,7,2,0.545454561710358,1,1,0.200000002980232,1,0,0,0,0,0,0,0.5,0.25,0.666666686534882,0.5,0.5,0.5,0.833333313465118,0.666666686534882,0.611111104488373,0.75,1,2,4,3,1,1,1,1,1,0.111111104488373,0.125,NA,NA,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,9,2,39,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,3,4,4,4,5,NA,NA,NA,NA,3,3,2,NA,2,2,1,2,2638,0,3,2017,1,3,39,2,1,1,0,0,2,2,2,2,1,2,1,0.090909093618393,0,0,0.5,3,1,1,1,1,1,0.899999976158142,0.100000001490116,0.5,0.5,0.5,0.333333343267441,0.5,0.5,0.5,0.472222208976746,0.75,4,4,4,4,4,4,4,4,4,0.5,0.5,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,11,2,41,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,5,6,7,3,2,2,2,2,NA,11,99,1,2,2,1,1,2638,2,3,2019,1,3,39,2,1,1,0,0,NA,2,2,2,1,2,1,0.090909093618393,0,0,0.300000011920929,2,1,1,0,1,0.75,0.600000023841858,0.300000011920929,0.450000017881393,0.5,0.5,0.666666686534882,0.666666686534882,0.833333313465118,1,0.694444417953491,0.75,4,4,4,4,4,4,4,4,3,0.481481462717056,0.5,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0.5,NA,0.5,NA,0.75,NA,0.472222208976746,NA,0.5,NA,0.5,NA,NA,NA,NA,NA
2638,12,2,42,4,4,3,4,3,4,4,3,4,4,4,2,4,3,7,6,7,7,7,7,5,2,2,2,2,NA,3,1,1,2,2,1,2,2638,3,3,2020,1,3,39,2,1,1,0,0,1,2,2,2,1,1,1,0,0,0,0.5,3,1,1,1,1,1,0.600000023841858,0.200000002980232,0.400000005960464,1,0.833333313465118,1,1,1,1,0.972222208976746,0.5,4,5,4,3,4,4,5,4,4,0.518518507480621,0.520833313465118,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,9,1,47,7,4,5,3,2,2,5,6,2,3,7,5,2,3,6,5,6,3,6,6,6,NA,NA,NA,NA,4,4,10,NA,2,2,2,1,2639,0,4,2017,0,4,47,3,2,0,1,0,10,10,9,10,10,10,3,0.818181812763214,0.666666686534882,1,0.600000023841858,4,1,1,0,0,0.5,0.300000011920929,0.5,0.400000005960464,0.833333313465118,0.666666686534882,0.833333313465118,0.333333343267441,0.833333313465118,0.833333313465118,0.722222208976746,0.5,4,3,3,2,2,3,2,2,3,0.277777791023254,0.270833343267441,NA,NA,NA,NA,NA,0,0,3,2,3,1,4,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,10,1,48,7,1,6,4,2,2,6,6,6,1,8,5,2,2,5,5,6,3,5,7,5,2,2,2,2,4,4,9,1,1,2,2,2,2639,1,4,2018,0,4,47,3,2,0,1,0,9,10,9,10,10,9,3,0.727272748947144,0.666666686534882,1,0.5,3,0,1,1,0,0.5,0.200000002980232,0.5,0.349999994039536,0.666666686534882,0.666666686534882,0.833333313465118,0.333333343267441,0.666666686534882,1,0.694444477558136,0.25,1,2,4,2,2,2,2,6,1,0.240740731358528,0.270833343267441,0,0,0,0,0,0,0,3,2,3,1,4,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,11,1,49,7,3,5,4,4,3,4,6,5,3,8,4,2,2,5,4,5,3,5,6,4,2,2,2,2,NA,54,10,1,2,2,2,1,2639,2,4,2019,0,4,47,3,2,0,1,0,10,10,9,10,10,10,3,0.818181812763214,0.666666686534882,1,0.400000005960464,2,1,1,0,0,0.5,0.200000002980232,0.400000005960464,0.300000011920929,0.666666686534882,0.5,0.666666686534882,0.333333343267441,0.666666686534882,0.833333313465118,0.611111104488373,0.25,3,3,4,4,3,4,2,5,3,0.407407402992249,0.416666656732559,0,0,0,0,0,0,0,3,2,3,1,4,3,1,0,0,0,0.5,0,0.600000023841858,-0.100000023841858,0.400000005960464,-0.050000011920929,0.5,-0.25,0.722222208976746,-0.0277777314186096,0.277777791023254,-0.0370370596647263,0.270833343267441,0,0,-0.0370370596647263,0,0
2639,12,1,50,7,1,6,4,2,4,3,4,7,1,9,5,2,2,6,4,7,4,3,7,5,2,2,2,2,NA,55,10,1,2,2,2,1,2639,3,4,2020,0,4,47,3,2,0,1,0,10,10,9,10,10,10,3,0.818181812763214,0.666666686534882,1,0.5,3,1,1,0,0,0.5,0.100000001490116,0.5,0.300000011920929,0.833333313465118,0.5,1,0.5,0.333333343267441,1,0.694444417953491,0.25,1,2,4,2,4,5,4,7,1,0.388888865709305,0.4375,0,0,0,0,0,0,0,3,2,3,1,4,3,1,0,0,0,0.5,0,0.5,-0.0999999940395355,0.349999994039536,-0.0499999821186066,0.25,0,0.694444477558136,-0.0833333730697632,0.240740731358528,0.16666667163372,0.270833343267441,0.145833313465118,0.16666667163372,0,0.145833313465118,0
2641,9,1,41,11,4,5,3,5,5,4,4,2,3,5,6,4,3,7,4,4,7,7,7,5,NA,NA,NA,NA,NA,50,10,NA,2,2,2,2,2641,0,2,2017,0,3,41,2,3,0,0,1,10,10,10,10,10,10,3,0.818181812763214,0,0,0.5,3,1,1,1,0,0.75,0.5,0.600000023841858,0.550000011920929,1,0.5,0.5,1,1,1,0.833333313465118,0.5,4,3,3,5,5,4,4,2,3,0.444444447755814,0.458333343267441,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,10,1,42,11,2,3,3,2,2,6,6,6,5,5,5,1,1,6,7,7,7,6,7,5,2,2,2,2,25,4,99,0,2,2,2,2,2641,1,2,2018,0,3,41,2,3,0,0,1,NA,10,10,10,10,10,3,0.818181812763214,1,1,0.5,3,1,1,1,0,0.75,0.5,0.5,0.5,0.833333313465118,1,1,1,0.833333313465118,1,0.944444417953491,0,2,5,3,2,2,2,2,6,5,0.370370388031006,0.333333343267441,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2642,9,1,41,3,4,5,4,4,4,5,5,4,4,7,7,4,2,7,4,4,4,7,7,5,NA,NA,NA,NA,3,3,6,NA,1,1,2,1,2642,0,4,2017,0,3,41,2,1,1,0,0,6,6,8,8,7,6,2,0.454545468091965,0,0,0.5,3,0,0,0,0,0,0.300000011920929,0.699999988079071,0.5,1,0.5,0.5,0.5,1,1,0.75,0.25,4,3,4,4,4,3,3,4,4,0.444444447755814,0.4375,NA,NA,NA,NA,NA,0,0,2,1,2,0,3,2,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2642,10,1,42,3,1,7,4,2,4,7,7,4,2,5,10,3,3,6,4,4,2,7,7,4,2,2,2,1,3,3,8,0,2,1,2,2,2642,1,4,2018,0,3,41,2,1,1,0,0,8,6,8,8,7,8,2,0.636363625526428,0.333333343267441,0,0.400000005960464,2,1,0,1,0,0.5,0.5,1,0.75,0.833333313465118,0.5,0.5,0.16666667163372,1,1,0.666666686534882,0.5,1,1,4,2,4,1,1,4,2,0.203703716397285,0.20833332836628,0,0,0,1,0.25,0,0,2,1,2,0,3,2,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2642,11,1,43,4,3,4,4,3,1,4,5,7,4,5,7,3,1,6,4,1,1,7,7,4,2,2,2,2,NA,52,8,0,2,1,2,2,2642,2,4,2019,0,3,41,2,1,1,0,0,8,6,8,8,7,8,2,0.636363625526428,0.333333343267441,0,0.400000005960464,2,1,0,1,0,0.5,0.5,0.699999988079071,0.600000023841858,0.833333313465118,0.5,0,0,1,1,0.555555582046509,0,3,4,4,3,1,4,3,7,4,0.444444447755814,0.4375,0,0,0,0,0,0,0,2,1,2,0,3,2,0,0.25,0,0,0,0.5,0.5,-0.0999999940395355,0.5,0.25,0.25,0.25,0.75,-0.0833333134651184,0.444444447755814,-0.240740731358528,0.4375,-0.22916667163372,0,-0.240740731358528,0,-0.22916667163372
2642,12,1,44,3,3,5,4,3,3,4,5,4,3,8,6,3,1,6,4,1,1,5,6,4,2,2,2,2,NA,3,7,0,2,1,1,2,2642,3,4,2020,0,3,41,2,1,1,0,0,7,6,8,8,7,7,2,0.545454561710358,0.333333343267441,0,0.400000005960464,2,1,0,1,1,0.75,0.200000002980232,0.600000023841858,0.400000005960464,0.833333313465118,0.5,0,0,0.666666686534882,0.833333313465118,0.472222208976746,0,3,3,4,3,3,4,3,4,3,0.388888865709305,0.395833343267441,0,0,0,0,0,0,0,2,1,2,0,3,2,0,0.25,0,0,0.5,0,0.400000005960464,0,0.75,-0.149999976158142,0.5,-0.5,0.666666686534882,-0.111111104488373,0.203703716397285,0.240740731358528,0.20833332836628,0.22916667163372,0.240740731358528,0,0.22916667163372,0
2644,9,2,43,4,3,5,5,3,3,5,5,5,4,2,8,3,3,4,4,5,4,4,5,5,NA,NA,NA,NA,NA,54,99,NA,2,2,2,2,2644,0,1,2017,1,3,43,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333333343267441,0,0.5,3,1,1,1,0,0.75,0.800000011920929,0.800000011920929,0.800000011920929,0.5,0.5,0.666666686534882,0.5,0.5,0.666666686534882,0.555555582046509,0.5,3,3,5,3,3,3,3,5,4,0.425925940275192,0.416666656732559,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2647,9,1,41,8,5,1,1,5,3,1,3,3,5,6,10,2,1,1,1,4,1,1,1,6,NA,NA,NA,NA,2,2,6,NA,2,2,2,1,2647,0,1,2017,0,3,41,2,3,0,0,1,6,6,6,6,6,6,2,0.454545468091965,0.666666686534882,1,0.600000023841858,4,1,1,0,0,0.5,0.400000005960464,1,0.699999988079071,0,0,0.5,0,0,0,0.0833333358168602,0,5,7,1,5,3,7,5,3,5,0.592592537403107,0.583333313465118,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2650,9,1,43,5,3,5,4,2,3,6,6,6,2,5,5,2,5,7,5,5,3,4,5,4,NA,NA,NA,NA,3,7,6,NA,2,2,2,2,2650,0,2,2017,0,3,43,2,2,0,1,0,6,6,6,6,6,6,2,0.454545468091965,0.666666686534882,1,0.400000005960464,2,1,1,1,0,0.75,0.5,0.5,0.5,1,0.666666686534882,0.666666686534882,0.333333343267441,0.5,0.666666686534882,0.638888895511627,1,3,3,4,2,3,2,2,6,2,0.333333343267441,0.354166656732559,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2650,10,1,44,5,2,6,6,2,2,6,6,1,1,6,6,2,5,7,4,3,4,5,4,3,2,1,1,1,7,54,6,0,2,2,2,1,2650,1,2,2018,0,3,43,2,2,0,1,0,6,6,6,6,6,6,2,0.454545468091965,0.666666686534882,1,0.300000011920929,2,1,1,0,0,0.5,0.400000005960464,0.600000023841858,0.5,1,0.5,0.333333343267441,0.5,0.666666686534882,0.5,0.583333313465118,1,2,2,6,2,2,2,2,1,1,0.203703716397285,0.22916667163372,0,1,1,1,0.75,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
